Identifier,Label,Status,Description,Created,Modified,History notes,Type
132,Temporary accommodation during major works,Live,Provision of temporary accommodation to tenants who are being disturbed by major works carried out in their own or neighbouring properties.,03/04/2013,25/01/2019,Added scope notes in version 2.02. Term name changed from 'Home improvements - temporary accommodation' to 'Housing - improvements - temporary accommodation' in version 3.00. Name changed to 'Temporary accommodation during major works' 25/01/2019,Service
1071,Temporary event notice,Live,"An event organiser who wishes to provide alcohol or certain types of entertainment must issue a Temporary Event Notice. The notice is issued to the local licensing authority (usually the borough, district or unitary council) and the police, either of whom can object to the Notice.",03/04/2013,25/01/2019,Term name changed from 'Licences - licenced premises - occasional permission for voluntary organisations selling alcohol' to 'Licences - alcohol and entertainment - Temporary Event Notices' for England and 'Licences - licensed premises - occasional permission for voluntary organisations selling alcohol' for Scotland in version 3.04. Name changed to 'Temporary event notices' in version 4.00,Service
1364,Temporary structure fire safety,Live,Anyone wishing to hold an event open to the public in a temporary structure must apply for a permit to do so.  The local fire authority will need to ensure that fire safety regulations have been complied with before such a permit can be issued.,03/04/2013,03/04/2013,Added in version 3.09. Name changed to 'Temporary structure fire safety' and scope notes revised in version 4.00.,Service
654,Tenant housing alterations,Live,A tenant who wishes to carry out improvements and alterations to their local authority property must request permission from the local authority.,03/04/2013,03/04/2013,Added scope notes in version 2.02. Term name changed from 'Property alteration by tenant' to 'Housing - alterations by tenants' in version 3.00. Name changed to 'tenant housing alterations' in version 4.00.,Service
1012,Tenant participation,Live,"Tenant participation is the full involvement of tenants in how their homes and estates are managed, with the aim of improving housing services and improving the quality of life in local communities.",03/04/2013,03/04/2013,Name changed to 'Tenant participation' in version 4.00.@en,Service
1617,Tenant references,Live,Provision of a reference to a mortgage lender for tenants wishing to purchase their own property. References may also be provided to a landlord for tenants moving into privately rented accommodation.,03/04/2013,25/01/2019,Added in version 4.00. Name changed to 'Tenant references' 25/01/2019,Service
1713,Termination of highway rights,Live,"Where areas of public highway are considered by the Highway Authority to be surplus to highway requirements, the public rights of way and the highway rights can be extinguished (cancelled) by an order made by the Magistrates Court.",20/02/2014,16/05/2019,,Service
1826,Test and Trace Support Payment,Live,"The Test and Trace Support Payment is for people on a low income, who must legally self-isolate for 14 days. either because they have tested positive for coronavirus or have recently been in close contact with someone who has tested positive and cannot work from home during this period.  The scheme is administered by local authorities",11/02/2020,11/02/2020,Service added as a result of Coronavirus legislation,Service
623,Tourist information centres,Live,"This service provides citizens, as well as visitors, expert advice on a wide range of topics such as upcoming events, where to eat and drink and local walks and talks.",03/04/2013,16/05/2019,Added scope notes in version 2.02. Term name changed from 'Tourist information centres' to 'Tourism - tourist information centres' in version 3.00. Name changed to 'Tourist information centres' in version 4.00.,Service
1117,Tourist signs,Live,Tourist signs may be placed on the highway to direct visitors to tourist attractions in the local area. The siting of such signs is the responsibility of the local highways authority. Tourist attractions and facilities (e.g. hotels) can apply for direction signs to their location. If they meet the criteria (which may vary by area) then they pay for the costs of erecting the signs.,03/04/2013,03/04/2013,Name changed to 'Tourist signs' in version 4.00.,Service
767,Towing for marine vessels,Live,Towage by tugs is controlled by the port authority.  Vessels which wish to operate as ship towage tugs are required to be licensed by the port authority having undergone the appropriate fitness inspection.,03/04/2013,03/04/2013,Term name changed from 'Towing' to 'Towing for marine and waterway vessels ' and scope notes added in version 2.02. Term name changed from 'Towing for marine and waterway vessels' to 'Ports and harbours - towing for marine and waterway vessels' in version 3.00. Name changed to 'Towing for marine vessels' in version 4.00.,Service
498,Town centre CCTV,Live,"Closed circuit television (CCTV) is designed to take measures  to prevent and detect street crime such as assault, vehicle theft, drugs offences etc.  The council are responsible (often in consultation with local police) for the siting and monitoring of town centre CCTV cameras.",03/04/2013,03/04/2013,Added scope notes in version 2.02. Term name changed from 'Town centre management - CCTV' to 'Town centres - closed circuit television (CCTV)' in version 3.00. Name changed to 'Town centre CCTV' in version 4.00.,Service
497,Town centre crime prevention,Live,"The council should have a strategic approach to town planning and use which aims to reduce the incidence of crime.  This may include the use of CCTV, good lighting, landscaping, supervised car parks etc.",03/04/2013,03/04/2013,Added scope notes in version 2.02. Term name changed from 'Town centre management - crime prevention' to 'Town centres - crime prevention' in version 3.00. Name changed to 'Town centre crime prevention' in version 4.00.,Service
662,Town twinning,Live,A local authority may have twinning agreements with towns in one or more different countries in order to promote cultural understanding between the  communities. Local people may hold exchange visits with the residents of the twinned towns.,03/04/2013,03/04/2013,Added scope notes in version 2.02.,Service
893,Toy libraries,Live,"Loan of toys, play equipment and resources appropriate to individual children's needs and also for group use. Generally available to parents and groups working with children in the local area",03/04/2013,03/04/2013,Term name changed from 'Toy library' to 'Libraries - toy libraries' in version 3.00. Name changed to 'Toy libraries' in version 4.00.,Service
844,Track betting licence,Live,"A licence is required by anyone carrying on bookmaking on any betting track. This extends to any premises on which races, of any description, athletic sports or other sporting events take place.",03/04/2013,03/04/2013,Added scope notes in version 2.02. Term name changed from 'Licence - track betting' to 'Licences - track betting' in version 3.00. Name changed to 'Track betting licence' in version 4.00.,Service
1686,Track gambling premises occasional use notices,Live,"Occasional use notices can be used to permit the use of tracks (as defined by the Gambling Act 2005), to be used as premises for gambling, where there is no premises licence, but where a gambling operator wishes to use the premises temporarily for providing facilities for gambling.  The same premises can not provide facilities for gambling on more than 8 days in a calendar year.  Notice must be provided by a person who is responsible for the administration of events on the track or by an occupier of the track and must only be served on the Licensing Authority.",20/02/2014,16/05/2019,,Service
1127,Trader approval schemes,Live,Trader approval schemes aim to improve business standards and increase customer confidence in member businesses in the local area. Approved businesses have agreed to abide by the terms and conditions of the scheme and have been checked by Trading Standards to ensure compliance. Schemes operated in the UK include 'Buy with confidence'.,03/04/2013,16/05/2019,New term in 3.01. Name changed to 'Trader approval schemes' and scope notes updated in version 4.00.,Service
401,Trading standards advice to businesses,Live,Trading standards provides advice and information to local traders to help ensure they comply with trading standards legislation.  Routine visits are usually carried out to most local traders.,03/04/2013,03/04/2013,Added scope notes in version 2.02. Term name changed from 'Advice to business' to 'Trading standards - advice to businesses' in version 3.00. Name changed to business advice in version 4.00.,Service
567,Traffic lights,Live,Placement and maintenance of traffic lights to improve traffic safety and help reduce road accidents and hazards.,03/04/2013,03/04/2013,Added scope notes in version 2.02. Term name changed from 'Lighting - traffic lights' to 'Roads - traffic lights' in version 3.00. Name changed to 'Traffic lights' in version 4.00.,Service
548,Traffic schemes,Live,The local authority is responsible for proposing and implementing traffic schemes to reduce road accidents and congestion on roads in the local area.  Local residents/businesses may apply to the authority for a review of traffic where they believe there is a problem.,03/04/2013,03/04/2013,Added scope notes in version 2.02. Term name changed from 'Road safety - traffic schemes' to 'Roads - safety - traffic schemes' in version 3.00. Name changed to 'Traffic schemes' in version 4.00.,Service
894,Transition between schools,Live,Provision of support for pupils when moving between nursery and primary schools or primary and secondary schools to ensure that pupils are prepared for the transition.  This also includes school moves as a result of local reorganisation (school closures etc.),03/04/2013,03/04/2013,Term name changed from 'Transition (Moving between schools)' to 'Schools - transition between schools' in version 3.00. Name changed to 'Transition between schools' in version 4.00.,Service
169,Translation and interpreting,Live,The local authority provides interpreting and translation services to people who need help because the national language is not their first language and also sign language interpreting to deaf people.,03/04/2013,03/04/2013,Added scope notes in version 2.02. Term name changed from 'Interpreting and translating' to 'Languages - translating and interpreting services' in version 3.00. Name changed to 'Translation and interpreting' in version 4.00.,Service
1584,Transparency of accounts,Live,Publication of council accounts where they can be read by local citizens.,03/04/2013,18/10/2011,Added in version 3.14. Name changed to 'Transparency of accounts' in version 4.00.,Service
1573,Transparency of senior salaries,Live,Councils are required to publish salary details for senior council employees.,21/02/2011,21/02/2011,Added scope notes in version 3.12.,Service
493,Transport policy,Live,A costed and affordable 5-year implementation programme of schemes and policy measures to improve transport in the local area.  The plan should contain a set of targets and performance indicators and other outputs which can be used to assess whether the plan is delivering its objectives.,03/04/2013,03/04/2013,Added scope notes in version 2.02. Term name changed from 'Planning policies - transport policy' to 'Planning - transport policy' in version 3.00. Name changed to 'Transport policy' in version 4.00.,Service
905,Transport service disruption information,Live,Notification to the public of any current travel problems causing disruption to public transport services in the local area.,03/04/2013,03/04/2013,Term name changed from 'Service disruption information' to 'Transport - service disruption information' in version 3.00.,Service
907,Transport tickets and passes,Live,Provision of information on and sales of the different types of tickets and passes available for public transport in the local area,03/04/2013,03/04/2013,Term name changed from 'Ticketing' to 'Transport - ticketing' in version 3.00. Name changed to 'Transport tickets and passes' in version 4.00.,Service
908,Transport timetable information,Live,"Publication of timetables for local transport including trains, buses, metro/underground, tram and any other forms of public transport",03/04/2013,03/04/2013,Term name changed from 'Timetables' to 'Transport - timetable information' in version 3.00.,Service
1132,Travel plans,Live,"Covers the provision of information and advice to local businesses about Workplace Travel Plans, and to schools about School Travel Plans (this may include the Safe Routes to School initiative). The aim is to change modes of transport to work and school, to reduce environmental impact while improving personal safety and health",03/04/2013,03/04/2013,Name changed to 'Travel plans' in version 4.00.,Service
737,Traveller children support,Live,The traveller service has teachers and home or school support staff who can help with attendance issues and supporting gypsy or traveller children whilst they are in schools.,03/04/2013,03/04/2013,Term name changed from 'Inclusion - gypsies/travellers' to 'Inclusion - gypsies or travellers' and scope notes added in version 2.02. Term name changed from 'Inclusion - gypsies or travellers' to 'Travelling people - support for children' in version 3.00. Name changed to 'Traveller children support' in version 4.00.,Service
505,Tree management,Live,The local authority is responsible for the efficient management of trees in their ownership within urban and rural environments.  This includes the maintenance and protection of trees on all council owned land and on streets and other paved areas to ensure the safety of the public.,03/04/2013,03/04/2013,Added scope notes in version 2.02. Term name changed from 'Conservation and urban design planning - tree management' to 'Planning - tree management' in version 3.00. Name changed to 'Tree management' in version 4.00.,Service
508,Tree preservation orders,Live,"Tree Preservation Orders are made by a Planning Authority. They are an effective means of protecting individual trees, groups of trees or woodlands whose removal would have significant impact on the public amenity of an area. They form a legal constraint permanently attached to the title of the land where the trees are located.",03/04/2013,03/04/2013,Added scope notes in version 2.02. Scope notes updated to include relevant legislation and Scottish regulations in version 3.00. Term name changed from 'Conservation and urban design planning - tree preservation orders' to 'Planning - tree preservation orders' in version 3.00. Name changed to 'Tree preservation orders' in version 4.00.,Service
101,Unauthorised house occupants,Live,The local authority deals with squatters and unauthorised occupants in council property and will take action against a person who is squatting or who has unauthorised occupants in empty properties.,03/04/2013,03/04/2013,Added scope notes in version 2.02. Term name changed from 'Council housing - squatters and unauthorised occupants' to 'Housing - council - unauthorised occupants' in version 3.00. Name changed to 'Unauthorised house occupants' in version 4.00.,Service
1125,Under age sales,Live,"Trading Standards deal with under-age sales of some products (such as tobacco, fireworks and videos) and work with the Police to deal with under-age alcohol sales.",03/04/2013,03/04/2013,Name changed to 'Under age sales' in version 4.00.,Service
1652,Universal credit,Live,"Universal Credit is a new welfare benefit in the United Kingdom that will, if implemented, replace six of the main means-tested benefits and tax credits. The Government plans to introduce the Universal Credit over the period 2013 to 2017.",27/09/2013,16/05/2019,"Added in version 4.0.1 to the English hand welsh, local government service list.",Service
677,Vacant land and property,Live,Information and advice on vacant industrial/office/retail/land and development opportunities in the area.,03/04/2013,03/04/2013,Added scope notes in version 2.02. Term name changed from 'Property enquiries' to 'Land and property - property enquiries' in version 3.00. Name changed to 'Vacant land and property' in version 4.00.,Service
1288,Value for money,Live,"All public bodies have a duty to ensure that their use of resources is economic, efficient and effective. A value for money review typically takes account of the mix of quality, cost, resource usage, fitness for purpose, timeliness, convenience plus a measure of the cost of goods and services to judge whether or not, together, they constitute good value.  A report on any review or key points from a review are published for information.",03/04/2013,03/04/2013,Added in version 3.07. Name changed to 'Value for money' and scope notes updated in version 4.00.,Service
586,Vandalism prevention,Live,"The local authority implement measures aimed at preventing vandalism within the area (CCTV, wardens, improved street lighting etc.) and provide advice and information on measures which can be taken by individuals to deter vandals and how to notify the council about incidents of vandalism.  Where the vandalism has taken place on public property the council will carry out repairs.",03/04/2013,03/04/2013,Added scope notes in version 2.02. Term name changed from 'Vandalism' to 'Vandalism - prevention measures' in version 3.00. Name changed to 'Vandilism prevention' in version 4.00.,Service
472,Vehicle clamping and removal,Live,Use of vehicle clamps to immobilise illegally parked vehicles. If such a vehicle is taking up much needed space the local authority will organise the removal of the vehicle.,03/04/2013,03/04/2013,Added scope notes in version 2.02. Term name changed from 'On street parking enforcement - wheel clamps - car removal' to 'Roads - street parking - clamping and removal' in version 3.00. name changed to 'Vehicle clamping and removal' in version 4.00.,Service
574,Verge maintenance,Live,The majority of grass verges adjacent to roads are within the public highway. The local authority is required to keep these safe and unobstructed.,03/04/2013,03/04/2013,Added scope notes in version 2.02. Term name changed from 'Verges' to 'Roads - verges - maintenance' in version 3.00. Name changed to 'Verge maintenance' in version 4.00.,Service
1362,Verges permitted use,Live,Any organisation or individual wishing to make use of the verge for the temporary seating or shelter for an event or other similar uses must obtain permission from the local authority to do so.,03/04/2013,25/01/2019,Added in version 3.09. Name changed to 'Verges - permitted use' and scope notes updated in version 4.00. Name changed to 'Verges permitted use' 25/01/2019,Service
863,Vetting of contract and supplier staff,Live,"Anyone who is considered for employment in a position which involves working with children or other vulnerable people needs to be vetted to ensure their suitability. 
In England and Wales the CRB has access to personal records held by the Police, the Department of Health, and the Department for Education and Skills ensuring the best possible scrutiny of applicants. 
In Scotland Disclosure Scotland provides a valuable service protecting the vulnerable people in our society by helping organisations make safer recruitment decisions when duties involve contact with children or adults at risk. Disclosure Scotland in conjunction with the Scottish Criminal Records Office (SCRO) run checks against the Scottish Criminal History System (CHS) and the UK wide Police National Computer system (PNC) in order to ensure the best possible scrutiny of applicants . Disclosure certificates contain details about an applicants' criminal convictions and Enhanced Disclosure Certificates can, in certain circumstances, contain non-conviction information.",03/04/2013,03/04/2013,Term name changed from 'CRB vetting of contract/supplier staff' to 'Jobs - vetting of contract and supplier staff' in version 3.00. Name changed to 'Vetting of contract and supplier staff' in version 4.00.,Service
1816,Victim support,Live,"Confidential help, advice and support to individuals and families who have been the victims of crime, including racial harassment, sexual assault, domestic violence, street crime, bullying, youth crime and homophobic/transphobic crime.",28/04/2020,28/04/2020,Service added in 2020 annual review.,Service
734,Visitor accommodation  and holidays,Live,"Information on visitor accommodation available in the local area including local hotels, guest houses, bed and breakfast accommodation, holiday cottages etc.  and on organisations providing holidays outside the area for local residents particularly those in need of holidays with specialised facilities or additional support.",04/03/2013,03/04/2013,Label and description modified to include other assistance in April 2020,Service
715,Voluntary property acquisition,Live,Where private property if falls within a public or private construction project such as housing regeneration or a redevelopment area / project the council may come to an agreement with the property owner regarding the purchase of the property before considering the issue of a Compulsory Purchase Order.,03/04/2013,03/04/2013,Added scope notes in version 2.02. Scope notes changed in version 3.00 for clarity. Term name changed from 'Private property voluntary acquisition' to 'Land and property - voluntary acquisition - private property' in version 3.00. Name changed to 'Voluntary property acquisition' in version 4.00.,Service
387,Voluntary sector transport licence,Live,"Minibus Permits can be issued to organisations concerned with religion, education, recreation, social welfare and other activities of benefit to the community. Permits can allow the use of a minibus with between 9 and 16 passenger seats for hire and reward,. In the UK these permits - also known as Section 19 permits - can be issued without the need for the operator to hold a Public Service Vehicle (PSV) Operator's Licence.",03/04/2013,25/01/2019,Added scope notes in version 2.02. Scope notes updated in version 3.00 for clarity. Term name changed from 'Licence - voluntary mini-cab licensing scheme' to 'Licences - transport - voluntary sector ' in version 3.00. Name changed to 'Voluntary sector transport licence' in version 4.00.,Service
1113,Volunteering,Live,Provision of information on volunteering opportunities available in the community.,03/04/2013,03/04/2013,Name changed to 'Volunteering' in version 4.00.,Service
362,Voting,Live,A programme enabling the members of the public whose name appears on the register of electors to exercise their right to vote in the election.  Providing facilities for voting and counting and declaring results following an election.,03/04/2013,03/04/2013,Added scope notes in version 2.02. Name changed to 'Voting' in version 4.00.,Service
563,Wall maintenance,Live,Maintenance and repair of walls or fences in a state of disrepair where there is a risk to public safety.  This will include highway retaining walls and walls providing a safety barrier.,03/04/2013,03/04/2013,Added scope notes in version 2.02. Term name changed from 'Walls' to 'Roads - walls - maintenance' in version 3.00. Name changed to 'Wall maintenance' in version 4.00.,Service
675,Waste local plan,Live,"A Waste Local Plan is a statutory plan that addresses the land-use aspects of waste management. It deals with all waste managed in the area including that generated by businesses and the construction industry in addition to that produced by households. 
In Scotland National Policy Planning Guideline 10 (NPPG 10) establishes that the land use implications of waste management will be addressed by an area's local plan(s) and that policy will incorporate the objectives of the National and Area Waste Strategy.",03/04/2013,03/04/2013,Added scope notes in version 2.02. Scope notes updated in version 3.00 to include Scottish legislation. Term name changed from 'Local plan - waste' to 'Planning - local plan - waste' in version 3.00. Name changed to 'Waste local plan' in version 4.00.,Service
1144,Waste reduction,Live,"Waste reduction is a priority in most administrative areas and there are usually government backed initiatives to achieve waste reduction and recycling targets.  In the UK nappy waste prevention is prioritised in the government's Waste Implementation Programme (WIP), May 2003. The real nappy campaign and home composting have been chosen to lead the government's waste reduction strategy.",03/04/2013,16/05/2019,Name changed to 'Waste reduction' in version 4.00.,Service
1776,Water fluoridation schemes,Live,"Water fluoridation is considered as a safe and effective measure to help people improve their oral health.  Local authorities can implement, vary or terminate water fluoridation schemes in their area.  The authority is responsible for operating any such schemes in their area.",12/09/2016,12/09/2016,Added in March 2016 review of legislation,Service
1607,Water network extensions,Live,Undertaking risk assessment of any planned extensions to the water network in the local area.,03/04/2013,03/04/2013,Added in version 4.00.,Service
660,Water pollution,Live,"Working with the Environment Agency in a number of ways to prevent or control pollution. This is done by prompt reporting of incidents, ensuring that emissions from industries controlled by the Council are properly controlled and by preventing pollution of water by dealing with any contamination of land.",03/04/2013,03/04/2013,Added scope notes in version 2.02. Name changed to 'Water pollution' in version 4.00.,Service
776,Water quality monitoring,Live,"The local authority has a responsibility to monitor the quality of water in rivers, lakes, estuaries, coastal waters and groundwater. This includes issues such as sewage treatment and disposal, bathing waters, dangerous substances, nitrates from agricultural sources, and economic instruments for water pollution.",03/04/2013,03/04/2013,Added scope notes in version 2.02. Term name changed from 'PH control exercised' to 'Pollution control - water quality - monitoring' in version 3.00. Name changed to 'Water quality monitoring' in version 4.00.,Service
318,Wedding venue licence,Live,"A licence is needed by a minister, proprietor or trustee of a place of worship to become a place where marriages can take place.",03/04/2013,03/04/2013,Added scope notes in version 2.02. Term name changed from 'Marriage - registering a building of worship' to 'Marriage - registering a place of worship' in version 3.00. Name changed to 'Wedding venue licence' in version 4.00.,Service
317,Wedding venues,Live,Details of venues within the local area which are licensed to conduct civil marriage and/or civil partnership ceremonies.,03/04/2013,03/04/2013,Added scope notes in version 2.02. Scope notes changed in version 3.00 to include relevant legislation. Term name changed from 'Marriage - arrangement and ceremony' to 'Marriage - arrangement and ceremonies' in version 3.00. Name changed to 'Wedding venues' and scope notes updated in version 4.00.,Service
843,Weighbridge operator licence,Live,Trading Standards Officers test the competence of Public Weighbridge Operators and issue a certificate before public weighings can be carried out. Records are kept of all public weighbridges and the locations of the nearest public weighbridges are given on request.,03/04/2013,03/04/2013,Added scope notes in version 2.02. Term name changed from 'Licence - weighbridge operator' to 'Licences - weighbridge operator's' in version 3.00.. Name changed to 'Weighbridge operator licence' in version 4.00.,Service
404,Weights and measures,Live,"Trading Standards are required to ensure that all goods sold are correctly weighed and measured in accordance with current legislation.  This is done by checking the accuracy of weighing/measuring equipment regularly, checking goods in stock are of the correct weight, investigating complaints of short measure.",03/04/2013,03/04/2013,Added scope notes in version 2.02. Term name changed from 'Weights and measures' to 'Trading standards - weights and measures' in version 3.00. Name changed to 'Weights and measures' in version 4.00.,Service
189,Welfare rights advice,Live,"Information and advice about entitlement to welfare benefits, other allowances, grants and general financial difficulties.",03/04/2013,03/04/2013,Added scope notes in version 2.02. Term name changed from 'Welfare rights' to 'Welfare rights - advice' in version 3.00. Name changed to 'Welfare rights advice' in version 4.00.,Service
688,Witness support,Live,Support and advice to victims of crime and people who are witnesses to crimes.,03/04/2013,03/04/2013,Added scope notes in version 2.02. Term name changed from 'Witness support' to 'Law - witness support' in version 3.00. Name changed to 'Witness support' in version 4.00.,Service
52,Work experience placements,Live,"Work experience allows pupils to learn about the world of work and experience the key skills needed in the workplace. The education authority assists pupils in finding a placement and offers support and advice for pupils during their placement.
In the UK work experience placements are for pupils from the start of year ten.",03/04/2013,03/04/2013,Added scope notes in version 2.02. Term name changed from 'Paid work or work experience and school aged pupils' to 'Schools - work experience placements' in version 3.00. Name changed to 'Work experience placements' in version 4.00.,Service
752,Work health and safety advice and training,Live,The local authority is responsible for carrying out routine inspection of commercial premises to ensure health and safety practices at work and may also provide basic health and safety training courses.,03/04/2013,03/04/2013,"Added scope notes in version 2.02, updated in version 3.06. Term name changed from 'Health and safety at work - advice and training' to 'Safety - health and safety at work - advice and training' in version 3.00. Name changed to 'Work health and safety advice and training' in version 4.00.",Service
813,Workplace fire regulations,Live,"The local fire authority provides advice to employers on current fire regulations, fire prevention and safety in the workplace.",03/04/2013,03/04/2013,Added scope notes in version 2.02. Term name changed from 'Workplace regulations' to 'Fire and rescue - workplace regulations' in version 3.00. Name changed to 'Workplace fire regulations' in version 4.00.,Service
1705,Workplace parking levy,Live,"Employers that provide workplace parking places may be required to get a workplace parking levy licence and, where applicable, pay a charge, as part of the workplace parking levy (WPL) congestion charging scheme.",20/02/2014,20/02/2014,,Service
538,Yellow lines,Live,The local authority authorise yellow line road marking where there is a need to restrict parking to help increase traffic flow and to prevent obstructions on the highway.,03/04/2013,03/04/2013,Added scope notes in version 2.02. Term name changed from 'Road markings and signage - yellow lines' to 'Roads - markings and signage - yellow lines' in version 3.00. Name changed to 'Yellow lines' in version 4.00,Service
300,Young carers support,Live,"Support, information and advice for young carers and their families. The service provides recreational respite, advocacy, a befriending service and therapeutic support to young people who have caring responsibilities for a relative with a long-term illness or disability.",03/04/2013,03/04/2013,Added scope notes in version 2.02. Term name changed from 'Young carers' to 'Children and young people - young carers - support and advice' in version 3.00. Name changed to 'Young carers support' in version 4.00.,Service
1145,Young people's learning prospectus,Live,An 'area-wide prospectus' for 14- to 19-year-olds published by any local authority with responsibility for education. The 14-19 area prospectus is a learners' first choice of information for accessing all 14-19 learning opportunities and can be used in conjunction with guidance professionals to enable young people (supported by their parents) to make informed choices about where and how they would like to undertake their learning.,03/04/2013,03/04/2013,Added in version 3.05. Name changed to 'Young people's learning prospectus' in version 4.00.,Service
176,Youth court procedures,Live,The purpose of the programme is to prevent offending by children and young people at an early stage and ensure appropriate and effective action to help prevent re-offending.  This is a programme designed for people who have not yet been sentenced by a court.,03/04/2013,03/04/2013,Added scope notes in version 2.02. Term name changed from 'Court procedures' to 'Youth justice - court procedures' in version 3.00. Name changed to 'Youth court procedures' in version 4.00.,Service
1695,Youth justice plan,Live,"The Youth Offending Service is required to publish a plan each year which includes an Executive Summary showing how performance compares with theÂ performance measures that are set nationally by theÂ Youth Justice Board.Â Typically the plan contains a local profile of youth crime, preventive strategy, structure and budget figures for the year ahead, performance for the previous year, and lists plans and any obstacles that will be faced in achievingÂ the targets that have beenÂ set during the forthcoming year.",20/02/2014,20/02/2014,,Service
919,Youth leadership training,Live,"Training for workers employed in Youth services to assist them in delivering their work effectively.  The training aims to support workers in effective leadership, specialist skills and health and safety based issues.",03/04/2013,03/04/2013,Term name changed from 'Youth leadership training' to 'Children and young people - youth leadership training' in version 3.00. Name changed to 'Youth leadership training' in version 4.00.,Service
1116,Youth Opportunity Fund,Live,"The YOF money, which comes from the Government, is for young people, aged 13-19 (or up to aged 25 where the young people have special needs), to spend on activities and projects that improve things to do, places to go or develop confidence, skills and knowledge.  Generally applications for funding will go to a panel of young people from the local area, supported by Youth Services and other services, who are interested in encouraging everyone in their community to have a say.",03/04/2013,03/04/2013,Name changed to 'Youth Opportunity Fund' in version 4.00.,Service
629,Youth project volunteering,Live,"Training development and support for individuals who would like to volunteer to work with children, young people or on developing youth projects in the local area.",03/04/2013,03/04/2013,Added scope notes in version 2.02. Term name changed from 'Youth projects - volunteering' to 'Volunteering - youth projects' in version 3.00. Name changed to 'Youth project volunteering' in version 4.00.,Service
1598,Youth Rehabilitation Order,Live,"The Youth Rehabilitation Order (YRO) is a generic community sentence for young offenders and combines a number of sentences into one generic sentence. It will be the standard community sentence used for the majority of children and young people who offend. ItÂ¬â€ will simplify sentencing for young people, while improving the flexibility of interventions.",03/04/2013,25/01/2019,Added in version 4.00.,Service
515,Zoning,Live,Aiding urban regeneration by de-regulating the planning process in specific areas. In designated areas a collective scheme grants planning permission for the types of development it specifies within the zone without the need for any individual planning permission.  In the UK certain areas are designated as Simplified Planning Zones (SPZs) in which specified development is permitted.,03/04/2013,16/05/2019,Added scope notes in version 2.02. Scope notes updated in version 3.00 to reflect current terminology. Term name changed from 'Statutory register - zoning' to 'Planning - zoning - statutory register' in version 3.00. Name changed to 'Zoning' in version 4.00.,Service
699,Zoo licence,Live,"Zoos are required to be licensed. A 'zoo' is classed as any establishment, other than a circus or pet shop, where animals are kept for public exhibition.",03/04/2013,03/04/2013,Added scope notes in version 2.02. Scope notes updated in version 3.00. Term name changed from 'Licence - zoo' to 'Licences - zoos' in version 3.00. Name changed to 'Zoo licence' in version 4.00.,Service
1109,Zoos and farm parks,Live,"Zoos, farms, wildlife parks or 'pets' corners' open to the public",03/04/2013,03/04/2013,Name changed to 'Zoos and farm parks' in version 4.00.,Service
1069,Children's certificate,Discontinued,Children under 14 are not allowed in bars in public houses or hotels unless a Children's Certificate has been granted.  This allows them to sit at a table and have a meal at any time between 11am and 8pm in the area approved by the Licensing Board.,03/04/2013,16/05/2019,Name changed to 'Children's certificates' in version 4.00. Deprecated 25/01/2019 - no longer applies under current licensing legislation.  Reinstated 16/05/2019 as records still need to be kept until 2022.,Service
1696,Criminal behaviour order,Discontinued,A criminal behaviour order may be issued against a person who has been convicted of an offence to tackle the most persistently anti-social individuals who are also engaged in criminal activity. Breach of the order is a criminal offence.,20/02/2014,25/01/2019,New name for anti-social behaviour order in March 2016 review. Deprecated 25/01/2019. Duplicate of 1751.,Service
324,Death - historical searches,Discontinued,"Searches of the records in a Registrars Office for details of a previously registered death.  Copy certificates can only be obtained from the district in which the death was first registered.  The minimum information needed to find an entry is the name of the person, place and year of death.",03/04/2013,25/01/2019,Added scope notes in version 2.02. Term name changed from 'Deaths historical searches' to 'Death - historical searches' in version 3.00. Deprecated 25/01/2019. merged with birth andmarriage historical searches as 323.,Service
805,Fire certificates - factories,Discontinued,"A fire certificate is required for any premises used as factory where there are more than 20 people employed (in one or more buildings) at any one time or more than 10 people employed other than on the ground floor of the building.  The local fire authority is responsible for processing applications, inspecting premises and issuing certificates.",03/04/2013,25/01/2019,Added scope notes in version 2.02. Term name changed from 'Fire certificates - factories' to 'Fire and rescue - fire certificates - factories' in version 3.00. Name changed to 'Fire certificates - factories' in version 4.00. Deprecated 25/01/2019. Fire certificates no longer required.,Service
808,Fire certificates - hotels/boarding houses,Discontinued,A fire certificate is required for any premises used as a hotel or boarding house where there is accommodation for more than 6 people.  The local fire authority is responsible for inspecting premises and issuing the certificate.,03/04/2013,25/01/2019,Added scope notes in version 2.02. Term name changed from 'Fire certificates - hotels/boarding houses' to 'Fire and rescue - fire certificates - hotels/boarding houses' in version 3.00. Name changed to 'Fire certificates - hotels/boarding houses' in veriosn 4.00. Deprecated 25/01/2019. Fire certificates no longer required.,Service
806,Fire certificates - offices,Discontinued,"A fire certificate is required for any office premises where there are more than 20 people employed (in one or more buildings) at any one time or more than 10 people employed other than on the ground floor of the building.  The local fire authority is responsible for processing applications, inspecting premises and issuing certificates.",03/04/2013,25/01/2019,Added scope notes in version 2.02. Term name changed from 'Fire certificates - offices' to 'Fire and rescue - fire certificates - offices' in version 3.00. Name changed to 'Fire certificates - offices' in version 4.00. Deprecated 25/01/2019. Fire certificates no longer required.,Service
